tot_inserts	elap_secs	cum_ips	int_ips
607000	10	60572.80	60572.80
1264000	20	63077.00	65581.95
1906000	30	63427.62	64129.46
2556000	40	63807.48	64948.04
3206000	50	64035.47	64948.04
3760000	60	62588.43	55350.18
4144000	70	59199.15	38686.28
4747000	80	59327.12	60221.71
5379000	90	59750.07	63130.56
6000000	100	59979.61	62044.16
6633000	110	60272.60	63198.88
7262000	120	60484.41	62812.06
7899000	130	60723.24	63585.55
8381000	140	59825.40	48156.66
9006000	150	60038.40	63048.52
9629000	160	60176.74	62250.20
10270000	170	60402.88	64016.78
10822000	180	60104.19	55040.38
11449000	190	60235.39	62593.59
12079000	200	60368.74	62899.36
12702000	210	60483.70	62802.42
13235000	220	60154.99	53257.39
13853000	230	60219.70	61639.74
14408000	240	60017.08	55367.12
14943000	250	59752.64	53414.54
15565000	260	59864.69	62688.97
16160000	270	59847.42	59399.02
16797000	280	59972.15	63320.08
17314000	290	59702.62	52095.93
17895000	300	59643.64	57937.77
18434000	310	59456.84	53856.91
19001000	320	59369.22	56654.68
19599000	330	59380.83	59752.20
20086000	340	59065.35	48661.07
20634000	350	58940.81	54712.46
21209000	360	58899.49	57454.04
21739000	370	58750.40	53346.75
22359000	380	58834.21	61931.87
22838000	390	58552.67	47861.71
23407000	400	58505.80	56684.60
23981000	410	58476.55	57308.31
24369000	420	58019.77	39128.68
24945000	430	58008.79	57548.21
25536000	440	58030.43	58958.50
26070000	450	57926.51	53357.31
26716000	460	58077.88	64924.62
27331000	470	58149.70	61450.84
27913000	480	58149.05	58118.63
28391000	490	57936.91	47761.79
29007000	500	58005.76	61366.81
29540000	510	57921.00	53654.12
30054000	520	57789.26	51108.68
30634000	530	57791.82	57924.70
31261000	540	57881.74	62643.62
31888000	550	57975.02	63040.42
32408000	560	57867.50	51958.43
32963000	570	57825.06	55450.09
33528000	580	57805.70	56698.44
34069000	590	57742.11	54056.75
34693000	600	57816.17	62169.97
35213000	610	57718.28	51859.98
35722000	620	57614.18	51222.70
36347000	630	57689.99	62381.48
36919000	640	57679.99	57051.67
37515000	650	57707.04	59433.59
38126000	660	57766.40	61661.12
38687000	670	57740.84	56055.16
39235000	680	57696.41	54723.39
39836000	690	57729.07	59944.15
40438000	700	57763.37	60127.85
40930000	710	57641.31	49111.60
41537000	720	57682.75	60621.19
42149000	730	57737.64	61724.66
42671000	740	57658.76	51929.96
43269000	750	57686.31	59722.36
43858000	760	57707.82	59333.13
44260000	770	57479.33	40139.79
44807000	780	57442.88	54639.90
45387000	790	57447.32	57791.95
45937000	800	57414.14	54802.71
46562000	810	57482.32	62978.64
46894000	820	57183.90	33090.80
47444000	830	57155.80	54857.37
48000000	840	57142.72	56048.39
48555000	850	57122.79	55450.09
49138000	860	57135.48	58212.68
49726000	870	57151.07	58484.19
50345000	880	57209.38	62317.53
50959000	890	57254.54	61216.35
51581000	900	57308.91	62144.07
52211000	910	57370.94	62949.64
52846000	920	57440.68	63819.10
53478000	930	57501.80	63117.95
54105000	940	57556.61	62649.88
54712000	950	57588.79	60609.09
55326000	960	57627.83	61332.53
55928000	970	57653.63	60127.85
56543000	980	57691.17	61322.17
57150000	990	57725.35	61097.13
57798000	1000	57794.07	64573.99
58382000	1010	57799.50	58341.66
58950000	1020	57792.70	57102.64
59551000	1030	57814.65	60051.96
60076000	1040	57762.55	52405.67
60718000	1050	57823.42	64148.68
61160000	1060	57694.36	44155.84
61756000	1070	57712.81	59671.61
62387000	1080	57762.16	63036.96
62817000	1090	57625.73	42918.45
63436000	1100	57668.88	62411.78
63947000	1110	57608.98	51028.56
64557000	1120	57638.38	60896.48
65128000	1130	57632.90	57020.17
65582000	1140	57523.02	45169.63
66189000	1150	57554.45	61164.85
66728000	1160	57522.40	53840.78
67365000	1170	57572.40	63338.97
67884000	1180	57523.94	51858.51
68495000	1190	57558.15	61630.02
68997000	1200	57495.44	50054.84
69571000	1210	57493.70	57285.43
70139000	1220	57489.43	56970.91
70713000	1230	57488.33	57354.12
71286000	1240	57485.65	57157.11
71910000	1250	57524.04	62275.45
72288000	1260	57371.25	38112.52
72791000	1270	57314.62	50194.59
73396000	1280	57339.10	60445.60
73937000	1290	57311.73	53825.49
74529000	1300	57329.96	59701.49
75158000	1310	57370.90	62674.37
75803000	1320	57423.56	64300.67
76428000	1330	57462.37	62593.89
77055000	1340	57500.13	62506.23
77682000	1350	57538.05	62612.34
78303000	1360	57575.48	62676.62
78914000	1370	57599.99	60923.32
79536000	1380	57632.07	62013.96
80175000	1390	57676.79	63842.54
80798000	1400	57709.44	62243.98
81402000	1410	57731.79	60887.10
82027000	1420	57765.00	62443.80
82660000	1430	57803.14	63211.50
83286000	1440	57835.69	62481.29
83920000	1450	57872.75	63191.47
84539000	1460	57902.91	62304.98
85140000	1470	57917.54	60051.96
85747000	1480	57935.52	60572.80
86348000	1490	57949.58	60027.97
86969000	1500	57975.74	61858.75
87559000	1510	57986.02	59541.83
88163000	1520	58001.55	60345.69
88771000	1530	58019.35	60721.06
89403000	1540	58051.90	63017.25
90008000	1550	58066.91	60373.22
90600000	1560	58073.27	59058.26
91203000	1570	58089.97	60712.85
91791000	1580	58094.06	58735.39
92390000	1590	58104.91	59816.26
92984000	1600	58112.64	59340.66
93597000	1610	58131.50	61141.03
94193000	1620	58143.18	60038.28
94780000	1630	58144.81	58407.96
95360000	1640	58143.58	57942.06
95947000	1650	58148.82	59012.77
96289000	1660	58002.56	34006.16
96891000	1670	58015.23	60115.84
97485000	1680	58026.09	59854.90
98065000	1690	58025.19	57872.68
98707000	1700	58061.23	64148.68
99349000	1710	58096.42	64065.46
99988000	1720	58131.58	64169.51
100619000	1730	58160.03	63049.56
101249000	1740	58187.24	62886.80
101870000	1750	58209.23	62031.77
102496000	1760	58233.65	62500.00
103124000	1770	58259.22	62756.07
103748000	1780	58284.15	62719.87
104370000	1790	58305.57	62113.04
104983000	1800	58321.30	61128.84
105586000	1810	58332.42	60336.20
106213000	1820	58355.62	62543.64
106827000	1830	58374.52	61839.06
107423000	1840	58380.92	59552.36
108007000	1850	58380.65	58330.00
108611000	1860	58390.97	60297.49
109201000	1870	58395.69	59278.61
109791000	1880	58397.17	58671.44
110407000	1890	58413.87	61550.76
111007000	1900	58421.88	59934.07
111613000	1910	58436.06	61156.52
112238000	1920	58456.99	62450.04
112868000	1930	58480.31	62955.93
113482000	1940	58494.16	61155.38
114081000	1950	58500.32	59691.08
114661000	1960	58498.63	58168.69
115231000	1970	58491.62	57114.23
115804000	1980	58484.42	57071.71
116401000	1990	58492.32	60066.41
116992000	2000	58494.68	58964.38
117608000	2010	58509.35	61434.13
118206000	2020	58515.50	59752.20
118798000	2030	58521.10	59659.38
119401000	2040	58528.98	60125.64
119994000	2050	58532.17	59181.64
120599000	2060	58541.19	60385.27
121199000	2070	58548.97	60156.41
121788000	2080	58550.29	58823.53
122411000	2090	58567.50	62138.44
123027000	2100	58581.50	61501.60
123650000	2110	58601.70	62884.83
124291000	2120	58627.06	63965.67
124949000	2130	58660.51	65747.40
125576000	2140	58679.17	62649.88
126186000	2150	58688.92	60769.08
126795000	2160	58698.89	60839.16
127436000	2170	58726.24	64688.67
128042000	2180	58734.59	60545.51
128654000	2190	58744.97	60998.70
129273000	2200	58758.99	61825.81
129887000	2210	58770.72	61350.92
130502000	2220	58782.62	61407.89
131123000	2230	58799.26	62518.88
131757000	2240	58818.91	63185.17
132371000	2250	58829.49	61191.95
132995000	2260	58845.08	62350.12
133598000	2270	58853.49	60767.91
134212000	2280	58863.72	61179.75
134827000	2290	58874.41	61303.83
135413000	2300	58875.01	59013.09
136031000	2310	58886.76	61578.32
136638000	2320	58893.96	60554.67
137260000	2330	58907.62	62069.65
137844000	2340	58907.62	58906.60
138460000	2350	58918.12	61366.81
139063000	2360	58924.93	60530.01
139671000	2370	58931.79	60545.71
140288000	2380	58942.78	61540.00
140866000	2390	58939.67	58195.73
141471000	2400	58945.91	60433.52
142072000	2410	58949.94	59914.27
142631000	2420	58937.14	55855.32
143230000	2430	58940.42	59732.75
143827000	2440	58944.86	60030.17
144288000	2450	58891.09	45843.28
144909000	2460	58903.85	62025.57
145518000	2470	58914.15	61471.69
146139000	2480	58926.45	61957.50
146742000	2490	58931.65	60221.71
147370000	2500	58946.94	62749.80
148015000	2510	58968.69	64396.96
148643000	2520	58983.54	62705.94
149261000	2530	58996.42	62267.00
149884000	2540	59008.94	62169.44
150511000	2550	59023.23	62649.88
151141000	2560	59038.60	62955.93
151768000	2570	59052.20	62524.93
152391000	2580	59064.47	62212.90
152994000	2590	59070.61	60663.98
153639000	2600	59090.38	64185.49
154236000	2610	59094.05	60054.32
154830000	2620	59095.06	59358.45
155444000	2630	59103.49	61308.04
156084000	2640	59120.85	63662.59
156688000	2650	59127.32	60850.29
157291000	2660	59130.95	60089.69
157913000	2670	59142.29	62156.49
158533000	2680	59152.54	61882.42
159130000	2690	59156.09	60114.79
159738000	2700	59162.00	60751.40
160350000	2710	59169.04	61065.66
160973000	2720	59180.03	62150.84
161570000	2730	59181.52	59586.79
162174000	2740	59185.65	60309.54
162779000	2750	59191.91	60920.35
163373000	2760	59192.19	59269.61
163970000	2770	59193.15	59456.23
164583000	2780	59201.60	61552.36
165189000	2790	59206.38	60533.41
165794000	2800	59210.83	60451.64
166370000	2810	59204.80	57519.47
166965000	2820	59205.35	59357.54
167567000	2830	59210.79	60758.98
168000000	2840	59154.28	43200.64
168584000	2850	59151.33	58312.53
169201000	2860	59159.64	61521.59
169822000	2870	59169.57	62006.99
170443000	2880	59179.56	62044.16
171055000	2890	59188.13	61674.90
171663000	2900	59192.44	60431.37
172273000	2910	59199.90	61374.38
172889000	2920	59207.20	61324.04
173520000	2930	59221.78	63506.44
174148000	2940	59233.69	62718.47
174775000	2950	59244.84	62512.46
175393000	2960	59253.31	61750.60
176015000	2970	59263.81	62380.90
176638000	2980	59273.62	62181.85
177269000	2990	59285.61	62842.35
177892000	3000	59296.80	62663.45
178520000	3010	59308.28	62749.80
179120000	3020	59310.43	59958.03
179733000	3030	59316.33	61092.29
180351000	3040	59325.89	62241.92
180962000	3050	59331.39	61002.40
181570000	3060	59335.79	60672.59
182200000	3070	59347.32	62867.98
182828000	3080	59358.33	62737.26
183448000	3090	59366.67	61931.87
184068000	3100	59376.10	62305.30
184689000	3110	59384.29	61914.26
185301000	3120	59389.96	61151.08
185918000	3130	59397.01	61595.29
186509000	3140	59397.54	59564.60
187111000	3150	59399.85	60121.84
187725000	3160	59405.67	61234.67
188332000	3170	59409.62	60657.54
188919000	3180	59407.07	58600.38
189518000	3190	59408.17	59756.58
190114000	3200	59410.24	60074.59
190716000	3210	59412.07	59996.01
191329000	3220	59417.56	61177.64
191923000	3230	59418.61	59758.55
192346000	3240	59364.51	42010.13
192945000	3250	59367.64	60389.15
193557000	3260	59372.97	61102.24
194188000	3270	59383.73	62879.92
194824000	3280	59396.46	63555.51
195462000	3290	59409.32	63615.52
196082000	3300	59418.41	62430.77
196706000	3310	59427.08	62281.66
197318000	3320	59432.47	61218.37
197915000	3330	59432.95	59592.73
198529000	3340	59438.63	61326.41
199133000	3350	59441.23	60309.54
199731000	3360	59442.18	59758.17
200352000	3370	59451.07	62456.00
200976000	3380	59459.65	62350.12
201587000	3390	59464.03	60941.55
202192000	3400	59468.20	60889.69
202807000	3410	59473.76	61358.87
203431000	3420	59482.11	62325.21
204041000	3430	59486.39	60951.24
204647000	3440	59490.22	60806.74
205263000	3450	59496.00	61483.18
205886000	3460	59503.44	62057.97
206512000	3470	59511.95	62450.12
207138000	3480	59522.19	63104.84
207763000	3490	59530.01	62238.60
208386000	3500	59537.79	62250.20
209000000	3510	59542.97	61357.05
209605000	3520	59545.57	60457.68
210229000	3530	59553.46	62325.21
210844000	3540	59560.08	61914.83
211472000	3550	59569.07	62749.80
212094000	3560	59576.23	62113.04
212700000	3570	59578.96	60551.56
213327000	3580	59587.57	62656.14
213910000	3590	59583.76	58224.31
214490000	3600	59580.51	58402.98
215091000	3610	59581.76	60033.96
215697000	3620	59583.41	60172.77
216153000	3630	59544.72	45554.45
216756000	3640	59547.76	60657.88
217405000	3650	59562.10	64770.46
218033000	3660	59570.64	62680.91
218658000	3670	59578.46	62437.56
219292000	3680	59590.14	63911.29
219940000	3690	59603.92	64664.21
220566000	3700	59611.61	62443.89
221206000	3710	59623.31	63948.84
221851000	3720	59636.31	64454.88
222475000	3730	59643.59	62350.12
223100000	3740	59650.88	62362.80
223739000	3750	59663.32	64350.45
224371000	3760	59672.41	63073.85
225005000	3770	59682.12	63330.34
225646000	3780	59693.37	63921.02
226292000	3790	59706.63	64729.46
226892000	3800	59708.14	60283.33
227522000	3810	59716.23	62780.27
228157000	3820	59725.96	63430.23
228770000	3830	59729.57	61104.47
229379000	3840	59734.04	61459.28
229985000	3850	59736.02	60497.15
230632000	3860	59748.57	64570.86
231267000	3870	59757.56	63209.24
231871000	3880	59759.09	60351.72
232476000	3890	59762.18	60969.46
233084000	3900	59764.42	60636.28
233701000	3910	59769.05	61570.70
234328000	3920	59777.23	62989.75
234939000	3930	59780.14	60917.25
235552000	3940	59783.50	61098.38
236190000	3950	59794.71	64243.28
236800000	3960	59797.32	60823.61
237384000	3970	59793.49	58283.43
237980000	3980	59792.53	59409.89
238559000	3990	59789.18	58443.52
239146000	4000	59785.95	58501.10
239701000	4010	59775.15	55461.18
240203000	4020	59750.99	50084.80
240807000	4030	59752.49	60351.72
241406000	4040	59753.90	60328.33
242008000	4050	59754.59	60031.91
242621000	4060	59757.95	61116.65
243238000	4070	59762.61	61650.68
243866000	4080	59770.70	63077.54
244501000	4090	59779.71	63455.58
245122000	4100	59784.89	61895.74
245737000	4110	59788.58	61297.72
246352000	4120	59793.90	61995.97
246982000	4130	59801.55	62949.64
247599000	4140	59805.67	61503.19
248211000	4150	59808.83	61114.44
248837000	4160	59815.32	62506.24
249458000	4170	59820.69	62050.36
250064000	4180	59823.65	61070.24
250671000	4190	59825.51	60603.04
251285000	4200	59828.42	61039.86
251890000	4210	59831.15	60987.90
252503000	4220	59834.24	61128.84
253119000	4230	59838.46	61618.49
253729000	4240	59840.59	60738.82
254350000	4250	59847.02	62594.50
254937000	4260	59844.07	58594.53
255521000	4270	59840.21	58202.11
256142000	4280	59845.39	62056.56
256767000	4290	59851.48	62456.28
257380000	4300	59855.80	61719.69
257992000	4310	59858.34	60944.04
258596000	4320	59859.41	60321.58
259186000	4330	59858.17	59320.33
259790000	4340	59859.31	60351.72
260408000	4350	59863.67	61756.77
261024000	4360	59867.34	61458.65
261627000	4370	59867.86	60095.67
262215000	4380	59866.15	59113.30
262807000	4390	59864.35	59075.94
263401000	4400	59863.01	59275.52
263989000	4410	59860.13	58600.76
264505000	4420	59842.57	52031.86
265125000	4430	59847.25	61913.32
265748000	4440	59852.55	62194.27
266368000	4450	59857.16	61900.96
266952000	4460	59853.78	58353.32
267563000	4470	59856.38	61014.58
268200000	4480	59864.74	63591.89
268826000	4490	59872.05	63181.27
269458000	4500	59879.02	62998.41
270092000	4510	59886.27	63134.83
270715000	4520	59891.51	62250.20
271328000	4530	59894.52	61257.12
271947000	4540	59899.82	62317.53
272576000	4550	59906.14	62768.19
273181000	4560	59906.98	60288.99
273780000	4570	59906.80	59822.23
274392000	4580	59910.73	61724.66
274993000	4590	59911.05	60057.96
275625000	4600	59918.10	63149.48
276256000	4610	59924.38	62798.57
276849000	4620	59923.75	59633.95
277482000	4630	59930.36	62966.28
278112000	4640	59936.72	62874.25
278734000	4650	59942.69	62739.56
279348000	4660	59945.27	61137.11
279960000	4670	59948.45	61439.61
280568000	4680	59950.18	60757.47
281164000	4690	59949.32	59546.41
281762000	4700	59948.90	59752.20
282393000	4710	59955.49	63049.56
283020000	4720	59960.56	62332.24
283594000	4730	59956.25	57903.76
284198000	4740	59956.84	60237.36
284831000	4750	59963.28	63003.88
285452000	4760	59968.59	62506.29
286041000	4770	59965.54	58519.62
286635000	4780	59965.27	59836.81
287226000	4790	59963.36	59052.76
287836000	4800	59965.28	60884.32
288299000	4810	59936.40	46124.73
288880000	4820	59933.15	58362.63
289485000	4830	59934.08	60379.24
290108000	4840	59938.84	62237.76
290754000	4850	59948.13	64432.48
291374000	4860	59952.79	62224.01
292016000	4870	59961.33	64103.84
292647000	4880	59967.60	63018.08
293265000	4890	59971.22	61732.09
293898000	4900	59979.12	63881.32
294395000	4910	59957.96	49605.75
294983000	4920	59955.38	58694.35
295620000	4930	59962.88	63649.08
296204000	4940	59960.28	58669.88
296769000	4950	59953.18	56449.20
297398000	4960	59959.01	62843.44
297890000	4970	59937.00	49052.84
298494000	4980	59937.83	60351.72
299114000	4990	59941.69	61857.73
299703000	5000	59939.45	58823.53
300332000	5010	59946.08	63279.68
300723000	5020	59904.46	39068.75
301317000	5030	59902.88	59116.24
301906000	5040	59901.56	59231.70
302476000	5050	59895.66	56926.00
303062000	5060	59893.64	58870.81
303702000	5070	59901.40	63814.94
304132000	5080	59867.84	42897.05
304714000	5090	59865.20	58515.99
305219000	5100	59846.50	50353.97
305829000	5110	59848.09	60654.27
306407000	5120	59845.00	58254.38
306994000	5130	59842.68	58653.08
307591000	5140	59842.16	59580.84
308164000	5150	59836.98	57179.92
308638000	5160	59813.55	47676.52
309173000	5170	59800.88	53286.85
309744000	5180	59795.89	57208.70
310314000	5190	59790.28	56891.91
310762000	5200	59761.31	44746.30
311120000	5210	59715.23	35771.38
311708000	5220	59713.27	58694.35
312282000	5230	59709.71	57833.75
312731000	5240	59681.36	44868.59
313314000	5250	59678.58	58224.31
313905000	5260	59677.39	59052.76
314465000	5270	59670.17	55877.07
315005000	5280	59659.10	53843.85
315628000	5290	59664.97	62789.76
316128000	5300	59646.53	49910.16
316657000	5310	59633.67	52826.04
317279000	5320	59638.38	62137.86
317788000	5330	59621.78	50803.47
318341000	5340	59613.60	55261.32
318908000	5350	59608.64	56944.86
319529000	5360	59612.87	61871.08
320122000	5370	59612.03	59158.02
320687000	5380	59607.15	56967.13
321288000	5390	59607.92	60021.97
321854000	5400	59601.89	56363.27
322478000	5410	59606.98	62356.35
322943000	5420	59582.52	46384.04
323518000	5430	59579.08	57707.75
324123000	5440	59580.51	60355.15
324712000	5450	59579.19	58858.80
325302000	5460	59578.70	59308.40
325853000	5470	59570.69	55193.83
326469000	5480	59574.21	61495.46
327051000	5490	59571.44	58054.86
